coder,response_uuid,child_hashed_id,child__age_rounded,child__gender,frame_id,visualShown,audioPlayed,event0_timestamp,parent_transcription,response_video_file,session_order,trial_num,trial_type,testtrial_type,stimulus_set,stimulus_subject,stimulus_verb,stimulus_object,stimulus_distractor,stimulus_targetutterance,stimulus_condition,informative_entities,uninformative_entities,response_exact_utterance,response_attempted_target,response_included_subject,response_included_verb,response_included_object,response_included_distractor,response_included_informative,response_included_uninformative,include_trial,exclusion_reason,trial_notes
sienna,8e4274ce-c0a2-4b4a-95d6-012952a8c379,PSJP5B,480,f,27-actualTrial-4,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_bear_shoes_new.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/common_ground_bear_shoes_new.ogg,2024-02-16T21:21:08.090Z,nothing,,Order1,6,test_trial,commonground,cg_bear,bear,put-on,shoes,room,The bear put on the shoes,commonground,PUT-ON SHOES ,BEAR ROOM,unintelligible,n,n,n,n,n,n,n,y,,
sienna,8e4274ce-c0a2-4b4a-95d6-012952a8c379,PSJP5B,480,f,32-actualTrial-5,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_baby_milk_juice.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/patient_baby_milk_juice.ogg,2024-02-16T21:22:19.657Z,nothing,,Order1,7,test_trial,agentpatient,ap_drink,baby,drink,milk,juice,The baby drank the milk,patient_ambig,DRINK MILK ,BABY JUICE,[NA],n,n,n,n,n,n,n,y,,
sienna,8e4274ce-c0a2-4b4a-95d6-012952a8c379,PSJP5B,480,f,37-actualTrial-6,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_cat_dog_banana.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/agent_cat_dog_banana.ogg,2024-02-16T21:23:35.869Z,nothing,,Order1,8,test_trial,agentpatient,ap_eat,cat,eat,banana,dog,The cat ate the banana,agent_ambig,CAT EAT,BANANA DOG,[NA],n,n,n,n,n,n,n,y,,
sienna,9aa0d991-ffd5-4e7f-9ba8-ef03f5ec31fa,UJcNAE,720,f,4-train1-1,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_bunny.png,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/mp3/training_audio.mp3,2024-02-05T15:56:02.194Z,bun,,Order1,1,train_1,NA,train_bunny,bunny,NA,NA,NA,It is a bunny,NA,BUNNY,NA,[points at screen] BUNNY,y,y,NA,NA,NA,y,n,y,,
sienna,9aa0d991-ffd5-4e7f-9ba8-ef03f5ec31fa,UJcNAE,720,f,8-train1-2,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_car_red.png,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/mp3/training_audio.mp3,2024-02-05T15:56:46.747Z,nothing,,Order1,2,train_2,NA,train_car,car,NA,NA,NA,It is a car,NA,CAR,NA,[NA],n,n,NA,NA,NA,n,n,y,,
sienna,9aa0d991-ffd5-4e7f-9ba8-ef03f5ec31fa,UJcNAE,720,f,12-actualTrial-1,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_duck_ball_new.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/common_ground_duck_ball_new.ogg,2024-02-05T15:57:31.096Z,a bunt,,Order1,3,test_trial,commonground,cg_duck,duck,bounce,ball,lake,The ball bounced by the lake,commonground,BALL BOUNCE,DUCK LAKE,WOW;  A BAT,n,n,n,n,n,n,n,y,,
sienna,9aa0d991-ffd5-4e7f-9ba8-ef03f5ec31fa,UJcNAE,720,f,17-actualTrial-2,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_bird_baby_juice.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/agent_bird_baby_juice.ogg,2024-02-05T15:58:46.290Z,ball duck,,Order1,4,test_trial,agentpatient,ap_drink,bird,drink,juice,baby,The bird drank the juice,agent_ambig,BIRD DRINK,JUICE BABY,unintelligible; DUCK,y,y,n,n,n,y,n,y,,
sienna,9aa0d991-ffd5-4e7f-9ba8-ef03f5ec31fa,UJcNAE,720,f,22-actualTrial-3,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_dog_apple_banana.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/patient_dog_apple_banana.ogg,2024-02-05T16:00:17.451Z,bes,,Order1,5,test_trial,agentpatient,ap_eat,dog,eat,apple,banana,The dog ate the apple,patient_ambig,EAT APPLE ,DOG BANANA,unintelligible,n,n,n,n,n,n,n,y,,child said APPLE when parent's eyes were closed
sienna,9aa0d991-ffd5-4e7f-9ba8-ef03f5ec31fa,UJcNAE,720,f,27-actualTrial-4,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_bear_shoes_new.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/common_ground_bear_shoes_new.ogg,2024-02-05T16:01:44.517Z,apple,,Order1,6,test_trial,commonground,cg_bear,bear,put-on,shoes,room,The bear put on the shoes,commonground,PUT-ON SHOES ,BEAR ROOM,APPLE,n,n,n,n,n,n,n,y,,
sienna,9aa0d991-ffd5-4e7f-9ba8-ef03f5ec31fa,UJcNAE,720,f,32-actualTrial-5,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_baby_milk_juice.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/patient_baby_milk_juice.ogg,2024-02-05T16:03:12.513Z,a pot,,Order1,7,test_trial,agentpatient,ap_drink,baby,drink,milk,juice,The baby drank the milk,patient_ambig,DRINK MILK ,BABY JUICE,unintelligible; A POT,n,n,n,n,n,n,n,y,,
sienna,9aa0d991-ffd5-4e7f-9ba8-ef03f5ec31fa,UJcNAE,720,f,37-actualTrial-6,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_cat_dog_banana.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/agent_cat_dog_banana.ogg,2024-02-05T16:04:46.540Z,"ban, on that",,Order1,8,test_trial,agentpatient,ap_eat,cat,eat,banana,dog,The cat ate the banana,agent_ambig,CAT EAT,BANANA DOG,unintelligible; A NUT,n,n,n,n,n,n,n,y,,
sienna,9b52198b-10c6-4c59-9b79-d3158c960b0c,RBBZVA,600,f,4-train1-1,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_bunny.png,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/mp3/training_audio.mp3,2024-03-07T22:05:34.908Z,NA,,Order1,1,train_1,NA,train_bunny,bunny,NA,NA,NA,It is a bunny,NA,BUNNY,NA,A CAT; CAT MEOW MEOW; CAT MEOW; BUNNY; unintelligible,y,y,NA,NA,NA,y,n,y,,
sienna,9b52198b-10c6-4c59-9b79-d3158c960b0c,RBBZVA,600,f,8-train1-2,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_car_red.png,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/mp3/training_audio.mp3,2024-03-07T22:06:10.825Z,car vroom vroom,,Order1,2,train_2,NA,train_car,car,NA,NA,NA,It is a car,NA,CAR,NA,CAR [steering wheel motion],y,y,NA,NA,NA,y,n,y,,
sienna,9b52198b-10c6-4c59-9b79-d3158c960b0c,RBBZVA,600,f,12-actualTrial-1,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_duck_ball_new.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/common_ground_duck_ball_new.ogg,2024-03-07T22:06:31.884Z,ball fell down,,Order1,3,test_trial,commonground,cg_duck,duck,bounce,ball,lake,The ball bounced by the lake,commonground,BALL BOUNCE,DUCK LAKE,HAPPEN; BALL FALL DOWN; YA,y,n,n,y,n,y,n,y,,
sienna,9b52198b-10c6-4c59-9b79-d3158c960b0c,RBBZVA,600,f,17-actualTrial-2,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_bird_baby_juice.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/agent_bird_baby_juice.ogg,2024-03-07T22:07:36.013Z,"bird fell down, baby",,Order1,4,test_trial,agentpatient,ap_drink,bird,drink,juice,baby,The bird drank the juice,agent_ambig,BIRD DRINK,JUICE BABY,HAPPEN MOMMY; A BIRD unintelligible; BABY; A BABY OVER HERE,y,y,n,n,y,y,y,y,,
sienna,9b52198b-10c6-4c59-9b79-d3158c960b0c,RBBZVA,600,f,22-actualTrial-3,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_dog_apple_banana.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/patient_dog_apple_banana.ogg,2024-03-07T22:08:57.097Z,"doggy hurt me, doggy fell down",,Order1,5,test_trial,agentpatient,ap_eat,dog,eat,apple,banana,The dog ate the apple,patient_ambig,EAT APPLE ,DOG BANANA,WHAT HAPPEN MOMMY; A BIRD A DOGGY MOMMY; FELL DOWN,y,y,n,n,n,n,y,y,,
sienna,9b52198b-10c6-4c59-9b79-d3158c960b0c,RBBZVA,600,f,27-actualTrial-4,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_bear_shoes_new.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/common_ground_bear_shoes_new.ogg,2024-03-07T22:10:14.281Z,bear fell down,,Order1,6,test_trial,commonground,cg_bear,bear,put-on,shoes,room,The bear put on the shoes,commonground,PUT-ON SHOES ,BEAR ROOM,BEAR FALL DOWN,y,y,n,n,n,n,y,y,,
sienna,9b52198b-10c6-4c59-9b79-d3158c960b0c,RBBZVA,600,f,32-actualTrial-5,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_baby_milk_juice.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/patient_baby_milk_juice.ogg,2024-03-07T22:11:28.740Z,baby fall down,,Order1,7,test_trial,agentpatient,ap_drink,baby,drink,milk,juice,The baby drank the milk,patient_ambig,DRINK MILK ,BABY JUICE,WHAT HAPPEN WHAT HAPPEN MOMMY; BABY FALL DOWN; unintelligible,y,y,n,n,n,n,y,y,,
sienna,9b52198b-10c6-4c59-9b79-d3158c960b0c,RBBZVA,600,f,37-actualTrial-6,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_cat_dog_banana.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/agent_cat_dog_banana.ogg,2024-03-07T22:12:51.867Z,"doggy fell down, baby dog",,Order1,8,test_trial,agentpatient,ap_eat,cat,eat,banana,dog,The cat ate the banana,agent_ambig,CAT EAT,BANANA DOG,WHAT HAPPEN; WHAT HAPPEN MOMMY; I DON'T KNOW; DOG; AND BABY; A DOGGY A BABY,n,n,n,n,y,n,y,y,,
sienna,9e8db23b-24c2-42ff-84f2-24e9ddd225c4,dQEN3Y,540,f,4-train1-1,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_bunny.png,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/mp3/training_audio.mp3,2024-02-09T23:24:59.168Z,zaya baba,,Order1,1,train_1,NA,train_bunny,bunny,NA,NA,NA,It is a bunny,NA,BUNNY,NA,unintelligible,n,n,NA,NA,NA,n,n,y,,
sienna,9e8db23b-24c2-42ff-84f2-24e9ddd225c4,dQEN3Y,540,f,8-train1-2,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_car_red.png,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/mp3/training_audio.mp3,2024-02-09T23:26:16.929Z,dide,,Order1,2,train_2,NA,train_car,car,NA,NA,NA,It is a car,NA,CAR,NA,unintelligible,n,n,NA,NA,NA,n,n,y,,
sienna,9e8db23b-24c2-42ff-84f2-24e9ddd225c4,dQEN3Y,540,f,12-actualTrial-1,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_duck_ball_new.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/common_ground_duck_ball_new.ogg,2024-02-09T23:26:33.709Z,nothing,,Order1,3,test_trial,commonground,cg_duck,duck,bounce,ball,lake,The ball bounced by the lake,commonground,BALL BOUNCE,DUCK LAKE,[NA],n,n,n,n,n,n,n,y,,
sienna,9e8db23b-24c2-42ff-84f2-24e9ddd225c4,dQEN3Y,540,f,17-actualTrial-2,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_bird_baby_juice.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/agent_bird_baby_juice.ogg,2024-02-09T23:27:35.410Z,saka,,Order1,4,test_trial,agentpatient,ap_drink,bird,drink,juice,baby,The bird drank the juice,agent_ambig,BIRD DRINK,JUICE BABY,unintelligible [points at screen],n,n,n,n,n,n,n,y,,
sienna,9e8db23b-24c2-42ff-84f2-24e9ddd225c4,dQEN3Y,540,f,22-actualTrial-3,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_dog_apple_banana.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/patient_dog_apple_banana.ogg,2024-02-09T23:28:36.234Z,nothing,,Order1,5,test_trial,agentpatient,ap_eat,dog,eat,apple,banana,The dog ate the apple,patient_ambig,EAT APPLE ,DOG BANANA,[NA],n,n,n,n,n,n,n,y,,
sienna,9e8db23b-24c2-42ff-84f2-24e9ddd225c4,dQEN3Y,540,f,27-actualTrial-4,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_bear_shoes_new.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/common_ground_bear_shoes_new.ogg,2024-02-09T23:29:40.786Z,dada,,Order1,6,test_trial,commonground,cg_bear,bear,put-on,shoes,room,The bear put on the shoes,commonground,PUT-ON SHOES ,BEAR ROOM,unintelligible,n,n,n,n,n,n,n,y,,
sienna,9e8db23b-24c2-42ff-84f2-24e9ddd225c4,dQEN3Y,540,f,32-actualTrial-5,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_baby_milk_juice.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/patient_baby_milk_juice.ogg,2024-02-09T23:30:40.508Z,nothing,,Order1,7,test_trial,agentpatient,ap_drink,baby,drink,milk,juice,The baby drank the milk,patient_ambig,DRINK MILK ,BABY JUICE,[points at screen],n,n,n,n,n,n,n,y,,
sienna,9e8db23b-24c2-42ff-84f2-24e9ddd225c4,dQEN3Y,540,f,37-actualTrial-6,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_cat_dog_banana.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/agent_cat_dog_banana.ogg,2024-02-09T23:31:50.130Z,nothing,,Order1,8,test_trial,agentpatient,ap_eat,cat,eat,banana,dog,The cat ate the banana,agent_ambig,CAT EAT,BANANA DOG,[points at screen],n,n,n,n,n,n,n,y,,
sienna,b6860108-9a62-42fa-8c0b-2fe6d7b06279,CcHUSF,690,f,4-train1-1,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_bunny.png,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/mp3/training_audio.mp3,2024-02-02T13:00:34.284Z,bunny,,Order1,1,train_1,NA,train_bunny,bunny,NA,NA,NA,It is a bunny,NA,BUNNY,NA,BUNNY,y,y,NA,NA,NA,y,n,y,,
sienna,b6860108-9a62-42fa-8c0b-2fe6d7b06279,CcHUSF,690,f,8-train1-2,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_car_red.png,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/mp3/training_audio.mp3,2024-02-02T13:01:08.829Z,car,,Order1,2,train_2,NA,train_car,car,NA,NA,NA,It is a car,NA,CAR,NA,[points at screen] CAR CAR,y,y,NA,NA,NA,y,n,y,,
sienna,b6860108-9a62-42fa-8c0b-2fe6d7b06279,CcHUSF,690,f,12-actualTrial-1,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_duck_ball_new.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/common_ground_duck_ball_new.ogg,2024-02-02T13:01:45.649Z,a ball. oh no,,Order1,3,test_trial,commonground,cg_duck,duck,bounce,ball,lake,The ball bounced by the lake,commonground,BALL BOUNCE,DUCK LAKE,A BALL; unintelligible,y,n,n,y,n,y,n,y,,
sienna,b6860108-9a62-42fa-8c0b-2fe6d7b06279,CcHUSF,690,f,17-actualTrial-2,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_bird_baby_juice.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/agent_bird_baby_juice.ogg,2024-02-02T13:02:56.599Z,what happened. a ball. a duck. happened. oh no,,Order1,4,test_trial,agentpatient,ap_drink,bird,drink,juice,baby,The bird drank the juice,agent_ambig,BIRD DRINK,JUICE BABY,BALL; DUCK; HOUSE; DUCKY; OH NO WHAT HAPPEN,y,y,n,n,n,y,n,y,,
sienna,b6860108-9a62-42fa-8c0b-2fe6d7b06279,CcHUSF,690,f,22-actualTrial-3,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_dog_apple_banana.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/patient_dog_apple_banana.ogg,2024-02-02T13:04:35.058Z,what happened,,Order1,5,test_trial,agentpatient,ap_eat,dog,eat,apple,banana,The dog ate the apple,patient_ambig,EAT APPLE ,DOG BANANA,unintelligible; HAPPEN,n,n,n,n,n,n,n,y,,
sienna,b6860108-9a62-42fa-8c0b-2fe6d7b06279,CcHUSF,690,f,27-actualTrial-4,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_bear_shoes_new.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/common_ground_bear_shoes_new.ogg,2024-02-02T13:05:59.771Z,what happened,,Order1,6,test_trial,commonground,cg_bear,bear,put-on,shoes,room,The bear put on the shoes,commonground,PUT-ON SHOES ,BEAR ROOM,[fussy],n,n,n,n,n,n,n,n,fussy,
sienna,b6860108-9a62-42fa-8c0b-2fe6d7b06279,CcHUSF,690,f,32-actualTrial-5,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_baby_milk_juice.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/patient_baby_milk_juice.ogg,2024-02-02T13:07:27.859Z,nothing,,Order1,7,test_trial,agentpatient,ap_drink,baby,drink,milk,juice,The baby drank the milk,patient_ambig,DRINK MILK ,BABY JUICE,[fussy],n,n,n,n,n,n,n,n,fussy,
sienna,b6860108-9a62-42fa-8c0b-2fe6d7b06279,CcHUSF,690,f,37-actualTrial-6,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_cat_dog_banana.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/agent_cat_dog_banana.ogg,2024-02-02T13:08:28.836Z,happened. shoe,,Order1,8,test_trial,agentpatient,ap_eat,cat,eat,banana,dog,The cat ate the banana,agent_ambig,CAT EAT,BANANA DOG,[fussy],n,n,n,n,n,n,n,n,fussy,
sienna,c2b693ce-7b3c-4c54-91c3-793e54f1cebd,SAXAFH,660,m,4-train1-1,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_bunny.png,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/mp3/training_audio.mp3,2024-02-14T20:14:02.591Z,nothing,,Order1,1,train_1,NA,train_bunny,bunny,NA,NA,NA,It is a bunny,NA,BUNNY,NA,[points at screen],n,n,NA,NA,NA,n,n,y,,
sienna,c2b693ce-7b3c-4c54-91c3-793e54f1cebd,SAXAFH,660,m,8-train1-2,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_car_red.png,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/mp3/training_audio.mp3,2024-02-14T20:14:35.637Z,nothing,,Order1,2,train_2,NA,train_car,car,NA,NA,NA,It is a car,NA,CAR,NA,[points at screen],n,n,NA,NA,NA,n,n,y,,
sienna,c2b693ce-7b3c-4c54-91c3-793e54f1cebd,SAXAFH,660,m,12-actualTrial-1,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_duck_ball_new.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/common_ground_duck_ball_new.ogg,2024-02-14T20:15:07.606Z,ball,,Order1,3,test_trial,commonground,cg_duck,duck,bounce,ball,lake,The ball bounced by the lake,commonground,BALL BOUNCE,DUCK LAKE,BALL BALL,y,n,n,y,n,y,n,y,,
sienna,c2b693ce-7b3c-4c54-91c3-793e54f1cebd,SAXAFH,660,m,17-actualTrial-2,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_bird_baby_juice.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/agent_bird_baby_juice.ogg,2024-02-14T20:16:04.768Z,nothing,,Order1,4,test_trial,agentpatient,ap_drink,bird,drink,juice,baby,The bird drank the juice,agent_ambig,BIRD DRINK,JUICE BABY,[points at screen],n,n,n,n,n,n,n,y,,
sienna,c2b693ce-7b3c-4c54-91c3-793e54f1cebd,SAXAFH,660,m,22-actualTrial-3,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_dog_apple_banana.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/patient_dog_apple_banana.ogg,2024-02-14T20:17:08.085Z,some toddler jibberish,,Order1,5,test_trial,agentpatient,ap_eat,dog,eat,apple,banana,The dog ate the apple,patient_ambig,EAT APPLE ,DOG BANANA,[points at screen],n,n,n,n,n,n,n,y,,
sienna,c2b693ce-7b3c-4c54-91c3-793e54f1cebd,SAXAFH,660,m,27-actualTrial-4,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_bear_shoes_new.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/common_ground_bear_shoes_new.ogg,2024-02-14T20:18:17.932Z,nothing,,Order1,6,test_trial,commonground,cg_bear,bear,put-on,shoes,room,The bear put on the shoes,commonground,PUT-ON SHOES ,BEAR ROOM,[NA],n,n,n,n,n,n,n,y,,
sienna,c2b693ce-7b3c-4c54-91c3-793e54f1cebd,SAXAFH,660,m,32-actualTrial-5,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_baby_milk_juice.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/patient_baby_milk_juice.ogg,2024-02-14T20:19:22.666Z,nothing,,Order1,7,test_trial,agentpatient,ap_drink,baby,drink,milk,juice,The baby drank the milk,patient_ambig,DRINK MILK ,BABY JUICE,[NA],n,n,n,n,n,n,n,y,,
sienna,c2b693ce-7b3c-4c54-91c3-793e54f1cebd,SAXAFH,660,m,37-actualTrial-6,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_cat_dog_banana.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/agent_cat_dog_banana.ogg,2024-02-14T20:20:24.638Z,doggie,,Order1,8,test_trial,agentpatient,ap_eat,cat,eat,banana,dog,The cat ate the banana,agent_ambig,CAT EAT,BANANA DOG,unintelligible; DOGGY,n,n,n,n,y,n,y,y,,
sienna,c780f96f-c392-41b0-a70e-3c0ab9610534,MG25SX,690,f,4-train1-1,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_bunny.png,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/mp3/training_audio.mp3,2024-02-06T23:54:31.969Z,bunny rabbit,,Order1,1,train_1,NA,train_bunny,bunny,NA,NA,NA,It is a bunny,NA,BUNNY,NA,[points at screen] unintelligible,n,n,NA,NA,NA,n,n,y,,
sienna,c780f96f-c392-41b0-a70e-3c0ab9610534,MG25SX,690,f,8-train1-2,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_car_red.png,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/mp3/training_audio.mp3,2024-02-06T23:55:06.843Z,dada- mostly words I couldn't understand,,Order1,2,train_2,NA,train_car,car,NA,NA,NA,It is a car,NA,CAR,NA,[glitchy video],n,n,NA,NA,NA,n,n,y,,
